qid,policy,representation,packer,em,f1,ans_in_context,ans_in_context_soft,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5
5e02b99208b811ebbd88ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.2986,0.5,221.0,0.5,0.0
a809d3720bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.3725,0.5,204.0,0.5,0.0
ade9a5980baf11ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.417,1.0,223.0,1.0,1.0
8012a1e008af11ebbd83ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.4757,0.5,206.0,0.5,0.0
d19a4bb80bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.35,0.5,220.0,0.5,0.0
b6b306fa0bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.5,0.317,0.5,224.0,0.5,0.0
d71f453b085811ebbd5bac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.8119,0.5,218.0,0.5,0.0
2de71a8a0bda11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.2746,0.5,193.0,0.5,0.0
cee7790e08cc11ebbd93ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.615,0.5,213.0,0.5,0.0
623ea4080bb011ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.3636,0.0,0.5714,0.3476,0.5,210.0,0.5,0.0
8d9bf1c80bb011ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.25,0.0,0.5,0.3532,0.5,201.0,0.5,0.0
572c3827088311ebbd6dac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.5,0.4163,0.5,221.0,0.5,0.0
b1e64cc60bd911eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.6505,0.5,206.0,1.0,1.0
0b9a520108c211ebbd8bac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.6078,0.5,204.0,0.5,0.0
04e9521d088b11ebbd6fac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.4491,1.0,216.0,1.0,1.0
8522d9b2092011ebbdaeac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.5854,1.0,205.0,1.0,1.0
ec697d900bda11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.2765,0.5,217.0,0.5,0.0
950bd11a090f11ebbdadac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.7589,1.0,224.0,1.0,1.0
c1b9c0ac0bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.3333,0.0,0.0,212.0,0.5,0.0
d2c47e1008df11ebbda1ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.192,0.5,224.0,0.5,0.0
7b2bf8fc0bd911eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.8019,1.0,207.0,1.0,1.0
b5ccab240bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.5,0.0,0.3333,0.3619,0.5,210.0,0.5,0.0
6a70f6f80bb011ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.2636,0.5,220.0,0.5,0.0
1f9e4658084f11ebbd56ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.2339,0.25,218.0,0.5,0.0
5caef2f8096411ebbdafac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.3255,1.0,212.0,1.0,1.0
b081e08408e111ebbda3ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.4815,0.5,216.0,0.5,0.0
f113f24e08ad11ebbd83ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.6696,0.75,224.0,0.75,0.0
a6d397ea0bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.75,0.5,212.0,0.5,0.0
04a065a60bde11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.3616,0.5,224.0,0.5,0.0
534fbfd00bd911eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.473,1.0,222.0,1.0,1.0
286461f808ba11ebbd88ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.4393,1.0,214.0,1.0,1.0
2fa40dae0bdc11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.1071,0.5,196.0,0.5,0.0
a19ca5c80bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.6121,0.5,214.0,0.5,0.0
6a807fc40bb011ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.6,0.4726,0.5,201.0,0.5,0.0
1118315c0bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.2085,0.5,211.0,0.5,0.0
185a906e0bdc11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.5,0.1027,0.5,224.0,0.5,0.0
77f4e0140bb011ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.5,0.0
2a98df6408d111ebbd95ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.797,1.0,197.0,1.0,1.0
025359200bde11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.6047,0.5,215.0,0.5,0.0
bd34477e0baf11ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.5,0.0,0.8333,0.2244,0.5,205.0,1.0,1.0
6a8a71280bb011ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.2857,1.0,1.0,0.5604,1.0,207.0,1.0,1.0
ef9cbeca0bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.5,1.0,1.0,0.4115,1.0,209.0,1.0,1.0
c218a802090711ebbdadac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.6622,1.0,222.0,1.0,1.0
f94832c408b811ebbd88ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.448,0.5,221.0,0.5,0.0
8d2382e0085811ebbd5aac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.2935,1.0,201.0,1.0,1.0
86fb31260bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.3333,0.4928,0.5,209.0,1.0,1.0
18c0ccb1086911ebbd5eac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.3824,1.0,204.0,1.0,1.0
e6f8d00a089611ebbd76ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.3731,1.0,193.0,1.0,1.0
8919fb50085311ebbd59ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.3756,1.0,221.0,1.0,1.0
d5a61878086b11ebbd60ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.3445,1.0,209.0,1.0,1.0
f6973183085a11ebbd5cac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.4605,0.5,215.0,0.5,0.0
fc031d360baf11ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.2222,0.0,0.2,0.3395,0.5,215.0,0.5,0.0
e5c738900bdc11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.3722,0.5,223.0,0.5,0.0
6b466508097711ebbdb0ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.5045,1.0,224.0,1.0,1.0
46bd0bd6087511ebbd67ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.5,0.5,214.0,0.5,0.0
d1bdbdbe087711ebbd67ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.8655,0.5,223.0,0.75,0.0
6152f66c08df11ebbda0ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.455,0.5,211.0,0.5,0.0
98a3e5e9089111ebbd73ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.3194,0.5,216.0,0.5,0.0
6946f8d20baf11ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.3333,0.3453,0.5,223.0,0.5,0.0
3d4662300bb011ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.3333,1.0,1.0,0.3607,0.5,219.0,0.5,0.0
c504923408fe11ebbdadac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.6136,1.0,220.0,1.0,1.0
922a629c0bb011ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.5,0.0,0.6,0.5,0.5,224.0,0.5,0.0
0e967bac08a711ebbd7fac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.2857,1.0,1.0,0.3202,0.5,203.0,0.5,0.0
c1aa9b640bdc11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.192,0.5,224.0,1.0,1.0
dba424900baf11ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.3333,0.1488,0.5,215.0,0.5,0.0
f4cc9d4908b311ebbd86ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.3014,0.5,219.0,0.5,0.0
6b850e0e0baf11ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.3333,1.0,1.0,0.4597,1.0,211.0,1.0,1.0
abce7ee208b111ebbd85ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.6347,0.5,219.0,0.5,0.0
6615041e0bb011ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.3333,0.2095,0.5,210.0,0.5,0.0
dc4754a80bdc11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.3839,0.5,224.0,0.5,0.0
6bd86dd4087f11ebbd6bac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.4695,0.5,213.0,0.5,0.0
98ab6cfe08c411ebbd8eac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.91,0.5,211.0,0.5,0.0
c30b9f8108b211ebbd85ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.5263,1.0,209.0,1.0,1.0
49e0153808ac11ebbd82ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.6182,0.5,220.0,0.5,0.0
2fcc3e3e0bda11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.8429,1.0,210.0,1.0,1.0
8a6610400bda11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.1875,0.5,224.0,0.5,0.0
e172d3b20baf11ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.6359,1.0,217.0,1.0,1.0
c365be0608ae11ebbd83ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.5755,1.0,212.0,1.0,1.0
a9406286088d11ebbd70ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.5728,0.5,206.0,0.5,0.0
6b84004a0baf11ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.4,0.2009,0.5,224.0,0.5,0.0
caa0a77908ac11ebbd83ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.6396,0.5,222.0,0.5,0.0
63a51a37096711ebbdafac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.4854,1.0,103.0,1.0,1.0
647eba07088f11ebbd72ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.5312,1.0,224.0,1.0,1.0
6e765ee508f611ebbdaaac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.3876,1.0,209.0,1.0,1.0
dc6e054e0baf11ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.5,0.3333,0.5,213.0,0.5,0.0
5c82bfe20bdb11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.3333,0.3158,0.5,209.0,1.0,1.0
47a59362091411ebbdadac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.3665,1.0,221.0,1.0,1.0
5bab48ec0bda11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.2066,0.5,213.0,0.5,0.0
d3c779240bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.4778,1.0,203.0,1.0,1.0
57e0ae020bb011ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.6154,0.0,0.7143,0.296,1.0,223.0,1.0,1.0
9e2fc7ef08c711ebbd91ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.5982,0.5,224.0,0.5,0.0
be9369c80bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.1176,0.5,221.0,0.5,0.0
abaff0940bdb11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.1611,0.5,211.0,0.5,0.0
09aa4e1a0bdc11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.6077,0.5,209.0,0.5,0.0
e4e02a240bda11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.5,0.0987,0.5,223.0,0.5,0.0
fc9d859008a011ebbd78ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.3257,1.0,218.0,1.0,1.0
3c3204c8084d11ebbd56ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.237,0.5,211.0,0.5,0.0
d5bf657c0bdb11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.3971,1.0,209.0,1.0,1.0
f4aa6595093611ebbdaeac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.4459,1.0,222.0,1.0,1.0
5a34b04e0bd911eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.2749,0.5,211.0,0.5,0.0
1a3bb74508dc11ebbd9cac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.892,0.75,213.0,0.75,0.0
8031698e0bdb11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.8655,1.0,223.0,1.0,1.0
637434540bde11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.5026,0.5,191.0,0.5,0.0
943b50b20bda11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.1932,0.5,207.0,0.5,0.0
736afe9e0baf11ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.5,0.3709,0.5,213.0,0.5,0.0
fb6ff1e20bdb11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.2524,0.5,210.0,0.5,0.0
42dac74c089311ebbd74ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.4911,0.5,224.0,0.5,0.0
1407903b089d11ebbd78ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.726,1.0,219.0,1.0,1.0
c4fd6fe80bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.3694,0.5,222.0,0.5,0.0
4de007f40bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.6667,0.1797,0.5,217.0,0.5,0.0
5ead80ee0baf11ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.4,1.0,1.0,0.5315,1.0,222.0,1.0,1.0
a27849740bd911eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.3208,0.5,212.0,0.5,0.0
2b871cac0bdc11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.2569,0.5,218.0,0.5,0.0
e2e9a9560bdb11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.0571,0.5,210.0,0.5,0.0
ffee28d80bae11ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.3333,0.346,0.5,211.0,0.5,0.0
972ecece08ef11ebbda8ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.38,1.0,200.0,1.0,1.0
1948b12e0bda11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.5291,0.5,223.0,1.0,1.0
406a4ee00bb011ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.3333,0.3167,0.5,221.0,0.5,0.0
3d1200fc0bde11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.1116,0.5,224.0,0.5,0.0
d1c8b2a00bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.5206,0.5,194.0,0.5,0.0
c400306a0bda11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.5,0.3902,0.5,164.0,0.5,0.0
315872d20bde11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.3773,0.5,220.0,0.5,0.0
f6e759da0bdb11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.2254,0.5,213.0,0.5,0.0
c0409500088f11ebbd72ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.3737,0.5,198.0,1.0,1.0
138a34f80bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.2778,0.5,216.0,0.5,0.0
2d94661c0bdc11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.6071,0.5,196.0,0.5,0.0
aa72cb6a0baf11ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.5336,1.0,223.0,1.0,1.0
e6998c7e08de11ebbd9fac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.5785,0.5,223.0,0.5,0.0
eded9bbf08de11ebbd9fac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.3447,0.5,206.0,0.5,0.0
6ae076e40bde11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.6337,1.0,202.0,1.0,1.0
a380ab7c08b911ebbd88ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.335,1.0,206.0,1.0,1.0
df3ab4560bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.6077,1.0,209.0,1.0,1.0
df4b96e7087111ebbd63ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.607,0.5,201.0,0.5,0.0
faedda9a0bdb11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.5,0.7864,1.0,220.0,1.0,1.0
50bd90820bdc11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.1082,0.5,194.0,0.5,0.0
c01738e20bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.3333,0.4667,1.0,195.0,1.0,1.0
3c0091600bde11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.5,0.554,0.5,213.0,1.0,1.0
1b9c91660bda11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.4643,1.0,196.0,1.0,1.0
bd4901b0085e11ebbd5cac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.7679,1.0,224.0,1.0,1.0
a7419bf3092e11ebbdaeac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.6502,1.0,223.0,1.0,1.0
fa960b58085911ebbd5bac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.5525,1.0,219.0,1.0,1.0
582deca408bc11ebbd88ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.2928,0.5,222.0,0.5,0.0
a5bd56fc0bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.3682,0.5,220.0,1.0,1.0
6d392be40bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.5514,1.0,214.0,1.0,1.0
33d4446c087511ebbd67ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.9167,1.0,216.0,1.0,1.0
881866100baf11ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.1126,0.5,222.0,0.5,0.0
7d88d84d08bc11ebbd88ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.6455,0.5,220.0,0.5,0.0
4d3c252e0bda11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.4773,1.0,220.0,1.0,1.0
9e0009f60baf11ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.3333,0.0,0.0,221.0,0.5,0.0
b8133a100bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.6359,0.5,206.0,1.0,1.0
61082d440bdc11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.1598,0.5,219.0,0.5,0.0
6ea141020baf11ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.75,0.2973,0.5,222.0,0.5,0.0
d759ab480bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.4843,1.0,223.0,1.0,1.0
2e7a589e085211ebbd58ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.5806,0.5,217.0,0.5,0.0
e85d87f4095111ebbdaeac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.4346,1.0,214.0,1.0,1.0
9a339d60099011ebbdb0ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.3972,1.0,141.0,1.0,1.0
5d6e00200bda11eba7f7acde48001122,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.3973,1.0,224.0,1.0,1.0
2efc2c3b08bf11ebbd8aac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.4861,0.5,216.0,0.5,0.0
0926667308d011ebbd95ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.4907,1.0,216.0,1.0,1.0
8f3945d8098111ebbdb0ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.3972,1.0,214.0,1.0,1.0
5e8240ea0bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.2205,0.5,127.0,0.5,0.0
36ec2b3a086411ebbd5eac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.4455,0.5,211.0,0.5,0.0
53175e86086b11ebbd5fac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.6239,1.0,218.0,1.0,1.0
66d8f7560bde11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.3105,0.5,219.0,0.5,0.0
a9755ea508a711ebbd7fac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.5938,0.5,224.0,0.5,0.0
6a8b28c00bb011ebab90acde48001122,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.4241,1.0,224.0,1.0,1.0
43a949ae0bdc11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.553,0.5,217.0,0.5,0.0
b9cb67da092b11ebbdaeac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.3136,1.0,220.0,1.0,1.0
5390f39c086d11ebbd61ac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.3028,1.0,218.0,1.0,1.0
d370f0b0085711ebbd5aac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.4231,0.5,182.0,0.5,0.0
adcdb9440bd911eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.1927,0.5,218.0,0.5,0.0
1db17ce108a711ebbd7fac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.3839,0.5,224.0,0.5,0.0
177e0eda0bde11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.5093,0.5,216.0,0.5,0.0
9da14ff1086311ebbd5eac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.5,0.4725,1.0,218.0,1.0,1.0
2f10177608d911ebbd9cac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.455,1.0,211.0,1.0,1.0
b52a4d7e0bd911eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.3019,1.0,212.0,1.0,1.0
6dd9acf20bda11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.0628,0.5,223.0,0.5,0.0
3f635554096511ebbdafac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.5364,1.0,220.0,1.0,1.0
8c12ceba0bda11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.4194,0.5,217.0,0.5,0.0
8c1162a5086111ebbd5dac1f6bf848b6,chunk_focused_224,chunk,focused,1.0,1.0,1.0,1.0,0.4126,1.0,223.0,1.0,1.0
0585c9aa087f11ebbd6bac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,1.0,1.0,0.6547,0.5,223.0,0.5,0.0
b8407b060bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.3733,0.5,217.0,0.5,0.0
07b62dea0baf11ebab90acde48001122,chunk_focused_224,chunk,focused,0.0,0.4444,0.0,0.5,0.6457,0.5,223.0,1.0,1.0
fb95c0000bdd11eba7f7acde48001122,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.1659,0.5,223.0,0.5,0.0
e1abbba9098a11ebbdb0ac1f6bf848b6,chunk_focused_224,chunk,focused,0.0,0.0,0.0,0.0,0.2197,1.0,223.0,1.0,1.0
