qid,policy,representation,packer,em,f1,ans_in_context,ans_in_context_soft,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5,ans_in_context_nli
expertqa_1460,chunk_focused_160,chunk,focused,0.0,0.0652,0.0,0.2656,0.5535,0.5,159.0,1.0,1.0,0.1399
expertqa_2021,chunk_focused_160,chunk,focused,0.0,0.1373,0.0,0.3,1.0,0.4,155.0,1.0,1.0,0.437
expertqa_116,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1972,1.0,0.5,151.0,0.75,0.0,0.0006
expertqa_725,chunk_focused_160,chunk,focused,0.0,0.0299,0.0,0.3258,1.0,0.4,154.0,1.0,1.0,0.0211
expertqa_422,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3023,0.55,0.6667,160.0,1.0,1.0,0.0006
expertqa_809,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4318,0.4641,0.5,153.0,1.0,1.0,0.9871
expertqa_251,chunk_focused_160,chunk,focused,0.0,0.0652,0.0,0.2958,0.4797,0.25,148.0,0.75,0.0,0.6651
expertqa_67,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2917,0.0187,0.3333,160.0,1.0,1.0,0.0008
expertqa_1471,chunk_focused_160,chunk,focused,0.0,0.0822,0.0,0.32,1.0,0.6667,159.0,0.6667,0.0,0.0009
expertqa_1452,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2738,0.6382,0.6667,152.0,1.0,1.0,0.0034
expertqa_1368,chunk_focused_160,chunk,focused,0.0,0.0107,0.0,0.1869,0.4875,0.1111,160.0,0.4444,0.0,0.0083
expertqa_154,chunk_focused_160,chunk,focused,0.0,0.0327,0.0,0.2342,0.0,0.0,158.0,0.3333,0.0,0.0081
expertqa_60,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1722,1.0,0.1333,155.0,0.3333,0.0,0.0036
expertqa_1034,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2933,1.0,0.4,157.0,0.6,0.0,0.0034
expertqa_1401,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2072,0.0,0.0,144.0,1.0,1.0,0.5593
expertqa_1974,chunk_focused_160,chunk,focused,0.0,0.2059,0.0,0.3855,1.0,0.6667,147.0,1.0,1.0,0.023
expertqa_494,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3333,0.5405,0.5,148.0,0.5,0.0,0.0027
expertqa_740,chunk_focused_160,chunk,focused,0.0,0.0241,0.0,0.1553,0.1266,0.3333,158.0,1.0,1.0,0.0004
expertqa_1027,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2703,0.4465,0.5,159.0,1.0,1.0,0.0006
expertqa_1661,chunk_focused_160,chunk,focused,0.0,0.0435,0.0,0.2,0.1812,1.0,160.0,1.0,1.0,0.0178
expertqa_822,chunk_focused_160,chunk,focused,0.0,0.0408,0.0,0.325,0.475,0.3333,160.0,0.6667,0.0,0.0122
expertqa_533,chunk_focused_160,chunk,focused,0.0,0.0267,0.0,0.4397,1.0,0.4,157.0,1.0,1.0,0.0183
expertqa_1047,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5978,1.0,1.0,151.0,1.0,1.0,0.0883
expertqa_168,chunk_focused_160,chunk,focused,0.0,0.0143,0.0,0.2263,1.0,0.1538,140.0,0.3846,0.0,0.003
expertqa_1996,chunk_focused_160,chunk,focused,0.0,0.0353,0.0,0.4194,1.0,0.25,159.0,0.625,0.0,0.5406
expertqa_1872,chunk_focused_160,chunk,focused,0.0,0.1538,0.0,0.4054,0.4228,1.0,149.0,1.0,1.0,0.0052
expertqa_1090,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3934,1.0,0.4,160.0,0.8,0.0,0.2898
expertqa_86,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2836,0.9557,1.0,158.0,1.0,1.0,0.0029
expertqa_589,chunk_focused_160,chunk,focused,0.0,0.0946,0.0,0.275,0.5157,1.0,159.0,1.0,1.0,0.9855
expertqa_1237,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2769,0.5094,0.3333,159.0,1.0,1.0,0.002
expertqa_1792,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2115,0.6375,0.5,160.0,0.5,0.0,0.0002
expertqa_1821,chunk_focused_160,chunk,focused,0.0,0.0629,0.0,0.5052,1.0,0.5,153.0,1.0,1.0,0.5771
expertqa_409,chunk_focused_160,chunk,focused,0.0,0.0241,0.0,0.3125,1.0,0.6667,142.0,1.0,1.0,0.0243
expertqa_728,chunk_focused_160,chunk,focused,0.0,0.036,0.0,0.2927,0.5188,0.5,160.0,0.5,0.0,0.0011
expertqa_66,chunk_focused_160,chunk,focused,0.0,0.031,0.0,0.1845,0.981,0.25,158.0,0.5,0.0,0.0071
expertqa_944,chunk_focused_160,chunk,focused,0.0,0.019,0.0,0.291,1.0,0.5,146.0,1.0,1.0,0.9177
expertqa_1407,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.375,0.9097,1.0,155.0,1.0,1.0,0.0014
expertqa_1886,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2182,0.4114,0.6667,158.0,0.6667,0.0,0.0008
expertqa_1810,chunk_focused_160,chunk,focused,0.0,0.0367,0.0,0.1864,1.0,0.2,151.0,0.2,0.0,0.7704
expertqa_70,chunk_focused_160,chunk,focused,0.0,0.0299,0.0,0.2743,1.0,0.5,140.0,1.0,1.0,0.059
expertqa_543,chunk_focused_160,chunk,focused,0.0,0.043,0.0,0.4,0.487,0.25,154.0,1.0,1.0,0.0192
expertqa_897,chunk_focused_160,chunk,focused,0.0,0.1143,0.0,0.4184,1.0,0.4,159.0,0.6,0.0,0.0135
expertqa_1732,chunk_focused_160,chunk,focused,0.0,0.049,0.0,0.3478,1.0,1.0,141.0,1.0,1.0,0.2355
expertqa_2030,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3929,1.0,0.4,158.0,1.0,1.0,0.0019
expertqa_2027,chunk_focused_160,chunk,focused,0.0,0.018,0.0,0.2558,1.0,0.3333,142.0,0.8333,0.0,0.0019
expertqa_226,chunk_focused_160,chunk,focused,0.0,0.012,0.0,0.1576,0.7799,0.75,159.0,0.75,0.0,0.1123
expertqa_690,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3187,0.6,1.0,160.0,1.0,1.0,0.0112
expertqa_1660,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1961,0.5,0.1667,148.0,0.1667,0.0,0.003
expertqa_1155,chunk_focused_160,chunk,focused,0.0,0.0566,0.0,0.1486,0.4177,0.3333,158.0,0.3333,0.0,0.1085
expertqa_584,chunk_focused_160,chunk,focused,0.0,0.0317,0.0,0.3068,1.0,0.5,160.0,0.75,0.0,0.2612
expertqa_787,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2583,1.0,0.2857,147.0,0.7143,0.0,0.5097
expertqa_1686,chunk_focused_160,chunk,focused,0.0,0.0339,0.0,0.2204,1.0,0.6667,141.0,1.0,1.0,0.0919
expertqa_1647,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2069,0.0,0.0,155.0,0.0,0.0,0.0007
expertqa_1271,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2231,0.4118,0.2,153.0,0.6,0.0,0.0078
expertqa_1579,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2698,1.0,0.5,159.0,1.0,1.0,0.0031
expertqa_1651,chunk_focused_160,chunk,focused,0.0,0.1346,0.0,0.3378,1.0,0.6667,155.0,1.0,1.0,0.9812
expertqa_1409,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2277,0.2848,0.25,158.0,0.25,0.0,0.0086
expertqa_1098,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1972,1.0,0.5,154.0,0.5,0.0,0.0005
expertqa_1205,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1625,0.4167,0.1429,156.0,0.5714,0.0,0.5591
expertqa_857,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2692,1.0,0.4,149.0,1.0,1.0,0.0016
expertqa_1156,chunk_focused_160,chunk,focused,0.0,0.0348,0.0,0.3253,1.0,0.5,160.0,0.75,0.0,0.0084
expertqa_490,chunk_focused_160,chunk,focused,0.0,0.0195,0.0,0.2051,0.5346,1.0,159.0,1.0,1.0,0.1015
expertqa_1948,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1167,0.1062,0.3333,160.0,0.6667,0.0,0.0004
expertqa_2010,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1345,0.5094,0.1111,159.0,0.2222,0.0,0.0161
expertqa_1456,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.25,0.0,0.0,154.0,1.0,1.0,0.0003
expertqa_206,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1212,0.0633,0.1111,158.0,0.2222,0.0,0.0031
expertqa_1146,chunk_focused_160,chunk,focused,0.0,0.024,0.0,0.3333,0.5099,1.0,151.0,1.0,1.0,0.0199
expertqa_573,chunk_focused_160,chunk,focused,0.0,0.1923,0.0,0.2353,1.0,0.5,142.0,1.0,1.0,0.4858
expertqa_218,chunk_focused_160,chunk,focused,0.0,0.0885,0.0,0.3467,1.0,0.3333,155.0,0.6667,0.0,0.2256
expertqa_314,chunk_focused_160,chunk,focused,0.0,0.0172,0.0,0.1807,0.6226,0.5,159.0,1.0,1.0,0.0006
expertqa_1580,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4624,1.0,0.6667,160.0,1.0,1.0,0.0005
expertqa_1010,chunk_focused_160,chunk,focused,0.0,0.1205,0.0,0.2885,0.3774,0.5,159.0,1.0,1.0,0.0028
expertqa_909,chunk_focused_160,chunk,focused,0.0,0.0284,0.0,0.31,1.0,0.5,157.0,0.75,0.0,0.0015
expertqa_1079,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3333,0.5987,0.3333,152.0,1.0,1.0,0.0081
expertqa_1381,chunk_focused_160,chunk,focused,0.0,0.0612,0.0,0.2388,0.0,0.0,156.0,0.3333,0.0,0.0025
expertqa_203,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.186,0.5032,0.25,157.0,1.0,1.0,0.0003
expertqa_467,chunk_focused_160,chunk,focused,0.0,0.0261,0.0,0.2376,1.0,0.5,155.0,1.0,1.0,0.0132
expertqa_220,chunk_focused_160,chunk,focused,0.0,0.2182,0.0,0.7436,0.5127,1.0,158.0,1.0,1.0,0.9659
expertqa_1359,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2526,0.5696,0.3333,158.0,1.0,1.0,0.0135
expertqa_1629,chunk_focused_160,chunk,focused,0.0,0.0465,0.0,0.427,1.0,0.5,155.0,1.0,1.0,0.4155
expertqa_1674,chunk_focused_160,chunk,focused,0.0,0.058,0.0,0.1864,0.2994,0.3333,157.0,0.6667,0.0,0.0013
expertqa_977,chunk_focused_160,chunk,focused,0.0,0.0339,0.0,0.3404,0.4636,1.0,151.0,1.0,1.0,0.0034
expertqa_922,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3407,0.5,0.5,156.0,1.0,1.0,0.0962
expertqa_130,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2536,0.4054,0.25,148.0,0.75,0.0,0.0145
expertqa_1774,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2083,0.0,0.0,159.0,1.0,1.0,0.0002
expertqa_1806,chunk_focused_160,chunk,focused,0.0,0.0678,0.0,0.5094,1.0,0.75,160.0,1.0,1.0,0.966
expertqa_810,chunk_focused_160,chunk,focused,0.0,0.0198,0.0,0.3333,0.4067,1.0,150.0,1.0,1.0,0.0043
expertqa_1982,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3158,1.0,0.5,159.0,1.0,1.0,0.0018
expertqa_55,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1707,1.0,0.1818,150.0,0.4545,0.0,0.0226
expertqa_378,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1923,1.0,0.3333,132.0,0.8333,0.0,0.0008
expertqa_493,chunk_focused_160,chunk,focused,0.0,0.0889,0.0,0.4706,0.5526,0.3333,152.0,1.0,1.0,0.0017
expertqa_150,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1688,0.0,0.0,148.0,0.0,0.0,0.0922
expertqa_883,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2424,1.0,0.4286,160.0,0.7143,0.0,0.0386
expertqa_1113,chunk_focused_160,chunk,focused,0.0,0.0297,0.0,0.3701,1.0,0.4,158.0,1.0,1.0,0.0011
expertqa_1631,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.232,0.5541,0.1429,157.0,0.1429,0.0,0.0607
expertqa_137,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.206,1.0,0.125,144.0,0.3125,0.0,0.0037
expertqa_648,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6579,0.3873,1.0,142.0,1.0,1.0,0.0042
expertqa_42,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1781,0.0,0.0,156.0,0.0,0.0,0.0005
expertqa_1789,chunk_focused_160,chunk,focused,0.0,0.2331,0.0,0.2069,1.0,0.5,158.0,0.75,0.0,0.21
expertqa_200,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2336,1.0,0.2727,158.0,0.3636,0.0,0.5857
expertqa_767,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2,1.0,0.3333,160.0,0.5556,0.0,0.1853
expertqa_552,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2911,0.6125,0.6667,160.0,1.0,1.0,0.0004
expertqa_1625,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2188,0.4286,0.25,154.0,0.75,0.0,0.0403
expertqa_1904,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3707,1.0,0.6667,157.0,1.0,1.0,0.0009
expertqa_54,chunk_focused_160,chunk,focused,0.0,0.0167,0.0,0.2963,1.0,0.6,159.0,0.8,0.0,0.001
expertqa_382,chunk_focused_160,chunk,focused,0.0,0.0674,0.0,0.254,1.0,0.6,159.0,1.0,1.0,0.0002
expertqa_954,chunk_focused_160,chunk,focused,0.0,0.0098,0.0,0.4091,1.0,1.0,159.0,1.0,1.0,0.1175
expertqa_1866,chunk_focused_160,chunk,focused,0.0,0.0126,0.0,0.117,0.4313,0.125,160.0,0.375,0.0,0.0602
expertqa_1232,chunk_focused_160,chunk,focused,0.0,0.0106,0.0,0.25,1.0,0.6667,159.0,1.0,1.0,0.0013
expertqa_379,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1615,0.975,0.1818,160.0,0.1818,0.0,0.0675
expertqa_1374,chunk_focused_160,chunk,focused,0.0,0.0088,0.0,0.2037,0.6558,0.6667,154.0,0.6667,0.0,0.0012
expertqa_231,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3846,1.0,1.0,155.0,1.0,1.0,0.0007
expertqa_85,chunk_focused_160,chunk,focused,0.0,0.0667,0.0,0.2143,0.0,0.0,160.0,1.0,1.0,0.0019
expertqa_1978,chunk_focused_160,chunk,focused,0.0,0.0513,0.0,0.2963,0.5897,1.0,156.0,1.0,1.0,0.0014
expertqa_669,chunk_focused_160,chunk,focused,0.0,0.0227,0.0,0.2877,0.4304,0.2,158.0,0.4,0.0,0.0009
expertqa_987,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1694,1.0,0.2222,151.0,0.5556,0.0,0.9822
expertqa_927,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3723,1.0,1.0,156.0,1.0,1.0,0.0116
expertqa_1682,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3684,0.5338,0.3333,148.0,1.0,1.0,0.0032
expertqa_169,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6,0.2956,1.0,159.0,1.0,1.0,0.0014
expertqa_606,chunk_focused_160,chunk,focused,0.0,0.029,0.0,0.3299,1.0,1.0,156.0,1.0,1.0,0.0049
expertqa_1124,chunk_focused_160,chunk,focused,0.0,0.1218,0.0,0.2143,0.4494,0.75,158.0,1.0,1.0,0.0005
expertqa_554,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1875,0.0,0.0,157.0,1.0,1.0,0.0005
expertqa_1394,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2602,1.0,0.4,144.0,1.0,1.0,0.01
expertqa_1611,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4022,1.0,0.6667,159.0,1.0,1.0,0.3457
expertqa_1110,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2043,0.0,0.0,141.0,0.0,0.0,0.0012
expertqa_1015,chunk_focused_160,chunk,focused,0.0,0.0447,0.0,0.2525,1.0,0.25,158.0,0.625,0.0,0.0024
expertqa_487,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1667,0.0,0.0,159.0,0.0,0.0,0.5842
expertqa_941,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3194,0.7722,1.0,158.0,1.0,1.0,0.0011
expertqa_1160,chunk_focused_160,chunk,focused,0.0,0.0847,0.0,0.3765,1.0,0.6667,153.0,1.0,1.0,0.9217
expertqa_1568,chunk_focused_160,chunk,focused,0.0,0.0141,0.0,0.2119,0.5625,0.5,160.0,1.0,1.0,0.0063
expertqa_1273,chunk_focused_160,chunk,focused,0.0,0.0256,0.0,0.2617,0.5,0.3333,152.0,1.0,1.0,0.0093
expertqa_65,chunk_focused_160,chunk,focused,0.0,0.0072,0.0,0.1677,1.0,0.375,149.0,0.5,0.0,0.0046
expertqa_3,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2053,1.0,0.1818,158.0,0.4545,0.0,0.1463
expertqa_201,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2439,1.0,0.2,160.0,0.3333,0.0,0.6556
expertqa_938,chunk_focused_160,chunk,focused,0.0,0.3662,0.0,0.631,1.0,0.6667,143.0,1.0,1.0,0.9779
expertqa_924,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3488,0.4387,0.6667,155.0,1.0,1.0,0.0009
expertqa_376,chunk_focused_160,chunk,focused,0.0,0.0247,0.0,0.2642,0.0,0.0,157.0,0.5,0.0,0.0014
expertqa_2014,chunk_focused_160,chunk,focused,0.0,0.0159,0.0,0.25,1.0,0.5,155.0,0.75,0.0,0.0104
expertqa_1569,chunk_focused_160,chunk,focused,0.0,0.1579,0.0,0.3478,1.0,0.6667,160.0,1.0,1.0,0.0948
expertqa_1276,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3333,0.5769,0.5,156.0,1.0,1.0,0.0053
expertqa_1001,chunk_focused_160,chunk,focused,0.0,0.1034,0.0,0.4211,1.0,0.75,158.0,1.0,1.0,0.0011
expertqa_1031,chunk_focused_160,chunk,focused,0.0,0.0611,0.0,0.1852,0.5714,1.0,154.0,1.0,1.0,0.0049
expertqa_1998,chunk_focused_160,chunk,focused,0.0,0.0806,0.0,0.2099,1.0,0.25,149.0,0.25,0.0,0.003
expertqa_1918,chunk_focused_160,chunk,focused,0.0,0.0221,0.0,0.2774,0.539,1.0,154.0,1.0,1.0,0.005
expertqa_1,chunk_focused_160,chunk,focused,0.0,0.055,0.0,0.2658,0.4,0.3333,160.0,0.6667,0.0,0.0089
expertqa_926,chunk_focused_160,chunk,focused,0.0,0.0267,0.0,0.2656,0.3354,0.25,158.0,0.25,0.0,0.0007
expertqa_912,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1852,0.54,0.5,150.0,1.0,1.0,0.001
expertqa_1105,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.375,0.4717,0.25,159.0,0.75,0.0,0.0033
expertqa_1595,chunk_focused_160,chunk,focused,0.0,0.046,0.0,0.4688,1.0,0.6667,157.0,1.0,1.0,0.4656
expertqa_572,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.22,1.0,0.6667,157.0,1.0,1.0,0.0009
expertqa_1193,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2947,0.5875,0.3333,160.0,1.0,1.0,0.0008
expertqa_738,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.225,0.5436,0.2,149.0,0.2,0.0,0.0023
expertqa_61,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.102,0.0,0.0,156.0,0.0,0.0,0.007
expertqa_1382,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3523,0.6169,0.3333,154.0,0.6667,0.0,0.0482
expertqa_1317,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2,0.4351,0.25,154.0,0.25,0.0,0.0016
expertqa_31,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1562,0.3904,0.0769,146.0,0.0769,0.0,0.1301
expertqa_1813,chunk_focused_160,chunk,focused,0.0,0.1488,0.0,0.4302,0.9688,1.0,160.0,1.0,1.0,0.0008
expertqa_1435,chunk_focused_160,chunk,focused,0.0,0.0476,0.0,0.4865,1.0,0.3333,148.0,1.0,1.0,0.0461
expertqa_943,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1957,0.3101,0.5,158.0,1.0,1.0,0.0077
expertqa_8,chunk_focused_160,chunk,focused,0.0,0.0282,0.0,0.2407,0.0,0.0,140.0,1.0,1.0,0.0024
expertqa_873,chunk_focused_160,chunk,focused,0.0,0.0159,0.0,0.2556,1.0,0.4,145.0,0.6,0.0,0.0125
expertqa_1850,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4314,0.6753,0.6667,154.0,1.0,1.0,0.0012
expertqa_705,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2877,1.0,0.6667,154.0,1.0,1.0,0.0007
expertqa_1731,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2857,0.5455,0.3333,154.0,1.0,1.0,0.0011
expertqa_457,chunk_focused_160,chunk,focused,0.0,0.0101,0.0,0.2481,0.5563,0.6667,160.0,0.6667,0.0,0.001
expertqa_636,chunk_focused_160,chunk,focused,0.0,0.0857,0.0,0.2941,0.0641,0.5,156.0,1.0,1.0,0.0025
expertqa_1197,chunk_focused_160,chunk,focused,0.0,0.0548,0.0,0.25,0.5355,1.0,155.0,1.0,1.0,0.0006
expertqa_614,chunk_focused_160,chunk,focused,0.0,0.0513,0.0,0.4444,0.4837,0.5,153.0,1.0,1.0,0.0052
expertqa_1830,chunk_focused_160,chunk,focused,0.0,0.0789,0.0,0.3798,1.0,0.5,142.0,1.0,1.0,0.1608
expertqa_354,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3,0.5325,0.5,154.0,1.0,1.0,0.0014
expertqa_595,chunk_focused_160,chunk,focused,0.0,0.046,0.0,0.22,0.4268,0.1667,157.0,0.3333,0.0,0.0043
expertqa_63,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1545,0.5742,0.1667,155.0,0.5,0.0,0.554
expertqa_1115,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2212,0.0,0.0,155.0,0.75,0.0,0.0004
expertqa_1041,chunk_focused_160,chunk,focused,0.0,0.0193,0.0,0.3623,1.0,0.4,160.0,1.0,1.0,0.9879
expertqa_442,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1692,0.1477,1.0,149.0,1.0,1.0,0.0012
expertqa_1650,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2432,0.4114,0.3333,158.0,1.0,1.0,0.0033
expertqa_1268,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.407,1.0,0.6667,151.0,1.0,1.0,0.0007
expertqa_865,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.193,1.0,0.5,152.0,0.75,0.0,0.0004
expertqa_1968,chunk_focused_160,chunk,focused,0.0,0.0098,0.0,0.2,1.0,0.2727,152.0,0.3636,0.0,0.0163
expertqa_36,chunk_focused_160,chunk,focused,0.0,0.0451,0.0,0.3556,1.0,0.5,154.0,1.0,1.0,0.0004
expertqa_1510,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2541,1.0,0.25,159.0,0.625,0.0,0.0168
expertqa_1241,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2206,0.6127,0.3333,142.0,1.0,1.0,0.0004
expertqa_1913,chunk_focused_160,chunk,focused,0.0,0.2273,0.0,0.2917,0.6125,0.6667,160.0,1.0,1.0,0.0034
expertqa_4,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2891,1.0,0.5,155.0,1.0,1.0,0.6866
expertqa_1414,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1789,0.5813,0.6667,160.0,1.0,1.0,0.0038
expertqa_882,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2414,0.4258,0.3333,155.0,1.0,1.0,0.7039
expertqa_855,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3,0.3618,0.5,152.0,0.5,0.0,0.0644
expertqa_270,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2469,0.6144,0.3333,153.0,1.0,1.0,0.0016
expertqa_114,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1838,1.0,0.3333,159.0,0.5,0.0,0.0002
expertqa_95,chunk_focused_160,chunk,focused,0.0,0.1739,0.0,0.3333,0.1938,1.0,160.0,1.0,1.0,0.0002
expertqa_167,chunk_focused_160,chunk,focused,0.0,0.0855,0.0,0.3147,1.0,0.5,149.0,1.0,1.0,0.897
expertqa_702,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2703,0.4654,0.3333,159.0,1.0,1.0,0.0003
expertqa_1641,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5088,0.6352,0.5,159.0,1.0,1.0,0.0009
expertqa_783,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1333,0.0,0.0,160.0,1.0,1.0,0.0038
expertqa_1116,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2897,1.0,0.6667,151.0,1.0,1.0,0.7601
expertqa_816,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4219,1.0,1.0,157.0,1.0,1.0,0.0056
expertqa_1191,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2586,1.0,0.5,157.0,0.75,0.0,0.0028
expertqa_1581,chunk_focused_160,chunk,focused,0.0,0.0198,0.0,0.2459,1.0,0.2222,153.0,0.5556,0.0,0.0085
expertqa_1486,chunk_focused_160,chunk,focused,0.0,0.1481,0.0,0.4578,1.0,0.4,157.0,0.6,0.0,0.0544
expertqa_1081,chunk_mmr_160,chunk,mmr,0.0,0.0979,0.0,0.2738,1.0,0.3333,141.0,1.0,1.0,0.9889
expertqa_393,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.15,0.0,0.0,144.0,1.0,1.0,0.0114
expertqa_1162,chunk_mmr_160,chunk,mmr,0.0,0.0494,0.0,0.3167,0.5556,0.3333,144.0,0.6667,0.0,0.0018
expertqa_1860,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2464,0.475,0.5,160.0,0.5,0.0,0.0983
expertqa_1460,chunk_mmr_160,chunk,mmr,0.0,0.0652,0.0,0.2656,0.5535,0.5,159.0,1.0,1.0,0.1399
expertqa_2021,chunk_mmr_160,chunk,mmr,0.0,0.113,0.0,0.3118,1.0,0.6,146.0,1.0,1.0,0.7514
expertqa_116,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1831,0.3631,0.25,157.0,0.75,0.0,0.0009
expertqa_725,chunk_mmr_160,chunk,mmr,0.0,0.1517,0.0,0.4494,1.0,0.4,159.0,1.0,1.0,0.0372
expertqa_422,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3023,0.5325,0.3333,154.0,1.0,1.0,0.0008
