qid,policy,representation,packer,em,f1,ans_in_context,ans_in_context_soft,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5,ans_in_context_nli
546,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.3404,0.86,0.5,150.0,1.0,1.0,0.001
721,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.6364,0.5541,0.5,148.0,1.0,1.0,0.0447
586,chunk_packed_160,chunk,packed,0.0,0.0385,0.0,0.2821,0.5197,0.5,152.0,0.5,0.0,0.0003
516,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.1538,0.0,0.0,59.0,0.5,0.0,0.0007
1428,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.2632,0.1688,0.25,160.0,0.25,0.0,0.0012
561,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.2941,0.0,0.0,159.0,0.0,0.0,0.0044
1224,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.2727,0.4214,0.25,159.0,0.75,0.0,0.0004
1616,chunk_packed_160,chunk,packed,0.0,0.5,0.0,0.8824,0.0,0.0,151.0,0.25,0.0,0.9834
1238,chunk_packed_160,chunk,packed,0.0,0.3636,1.0,1.0,0.6609,0.25,115.0,0.25,0.0,0.8455
1165,chunk_packed_160,chunk,packed,0.0,0.1463,0.0,0.4,0.5256,0.25,156.0,0.5,0.0,0.0011
1631,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.4412,0.0,0.0,159.0,0.0,0.0,0.0016
1391,chunk_packed_160,chunk,packed,0.0,0.1034,0.0,0.303,0.3356,0.25,149.0,0.5,0.0,0.0057
540,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.3158,0.1195,0.25,159.0,0.25,0.0,0.7319
740,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.2593,0.0,0.0,160.0,0.0,0.0,0.0005
406,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.5833,1.0,0.75,153.0,1.0,1.0,0.0004
1102,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.4167,0.1053,0.25,133.0,0.25,0.0,0.001
761,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.2128,0.5461,0.25,141.0,1.0,1.0,0.0002
708,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.2308,0.1962,0.25,158.0,0.5,0.0,0.0017
8,chunk_packed_160,chunk,packed,0.0,0.1633,0.0,0.4444,1.0,0.75,149.0,1.0,1.0,0.0006
88,chunk_packed_160,chunk,packed,0.0,0.0,0.0,0.4828,1.0,0.5,146.0,0.75,0.0,0.0015
1421,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.381,0.4903,0.25,155.0,0.5,0.0,0.0002
677,chunk_focused_160,chunk,focused,0.0,0.3,0.0,0.8235,0.7748,0.5,151.0,1.0,1.0,0.8209
39,chunk_focused_160,chunk,focused,0.0,0.2222,0.0,0.5,0.6556,0.5,151.0,0.5,0.0,0.0006
1468,chunk_focused_160,chunk,focused,0.0,0.2899,0.0,0.5116,0.3987,0.25,153.0,0.5,0.0,0.0018
798,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3333,0.7419,0.75,155.0,1.0,1.0,0.0022
1301,chunk_focused_160,chunk,focused,0.0,0.2105,0.0,0.3261,0.8298,0.25,141.0,0.5,0.0,0.0006
1047,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4667,1.0,0.5,138.0,0.75,0.0,0.0027
1191,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1667,0.0,0.0,155.0,0.0,0.0,0.0012
635,chunk_focused_160,chunk,focused,0.0,0.6,0.0,0.95,0.5333,0.25,150.0,0.25,0.0,0.0002
1248,chunk_focused_160,chunk,focused,0.0,0.25,0.0,0.9091,1.0,0.5,154.0,0.75,0.0,0.9812
1121,chunk_focused_160,chunk,focused,0.0,0.1429,0.0,0.5652,0.7125,0.5,160.0,1.0,1.0,0.9062
67,chunk_focused_160,chunk,focused,0.0,0.2857,0.0,0.8333,0.5443,0.25,158.0,1.0,1.0,0.0034
1077,chunk_focused_160,chunk,focused,0.0,0.1538,0.0,0.8182,0.9301,0.5,143.0,0.5,0.0,0.2263
585,chunk_focused_160,chunk,focused,0.0,0.1143,0.0,1.0,1.0,0.5,159.0,0.75,0.0,0.0007
736,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4643,0.4698,0.25,149.0,0.75,0.0,0.1436
1628,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.14,0.145,0.25,131.0,0.25,0.0,0.0554
1560,chunk_focused_160,chunk,focused,0.0,0.0328,0.0,0.8444,1.0,0.75,158.0,1.0,1.0,0.9635
1227,chunk_focused_160,chunk,focused,0.0,0.125,0.0,0.8667,0.4875,0.25,160.0,0.5,0.0,0.0006
1756,chunk_focused_160,chunk,focused,0.0,0.0513,0.0,0.4062,0.32,1.0,150.0,1.0,1.0,0.8133
766,chunk_focused_160,chunk,focused,0.0,0.08,0.0,0.3333,0.4875,0.25,160.0,0.75,0.0,0.0248
145,chunk_focused_160,chunk,focused,0.0,0.087,0.0,0.5306,1.0,0.75,157.0,0.75,0.0,0.0006
944,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1333,0.5369,0.25,149.0,1.0,1.0,0.0018
1091,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3,0.2361,0.25,72.0,0.5,0.0,0.0061
1530,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3818,0.0,0.0,146.0,0.5,0.0,0.8549
166,chunk_focused_160,chunk,focused,0.0,0.1667,0.0,0.5,1.0,0.5,143.0,0.75,0.0,0.3068
711,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2424,0.0,0.0,159.0,0.0,0.0,0.0003
423,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.76,1.0,0.5,157.0,1.0,1.0,0.9941
303,chunk_focused_160,chunk,focused,0.0,0.48,0.0,0.9231,1.0,0.75,153.0,0.75,0.0,0.9757
1370,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.8667,1.0,0.5,152.0,0.5,0.0,0.2489
1585,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2958,0.5031,0.25,159.0,0.75,0.0,0.0008
191,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4167,0.5467,0.25,150.0,0.75,0.0,0.0105
226,chunk_focused_160,chunk,focused,0.0,0.1176,0.0,0.3636,0.2829,0.5,152.0,0.5,0.0,0.0006
300,chunk_focused_160,chunk,focused,0.0,0.0588,0.0,0.6333,1.0,0.5,155.0,1.0,1.0,0.8547
1728,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2162,1.0,0.5,152.0,0.75,0.0,0.0002
549,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.5035,0.75,143.0,0.75,0.0,0.0009
1663,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.7103,0.5,145.0,0.75,0.0,0.061
157,chunk_focused_160,chunk,focused,0.0,0.2593,0.0,0.5294,1.0,0.5,130.0,0.75,0.0,0.293
1070,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5714,0.4521,0.25,146.0,0.75,0.0,0.068
235,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6923,0.5182,0.25,137.0,0.75,0.0,0.001
1709,chunk_focused_160,chunk,focused,0.0,0.0741,0.0,0.9545,0.8176,0.5,148.0,0.75,0.0,0.0742
1411,chunk_focused_160,chunk,focused,0.0,0.2368,0.0,0.7391,1.0,0.5,156.0,1.0,1.0,0.3289
1615,chunk_focused_160,chunk,focused,0.0,0.1176,0.0,0.8125,0.5385,0.25,143.0,0.25,0.0,0.0007
1610,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4444,0.2038,0.25,157.0,0.25,0.0,0.0003
1354,chunk_focused_160,chunk,focused,0.0,0.0615,0.0,0.6154,0.4744,0.25,156.0,0.75,0.0,0.0529
1261,chunk_focused_160,chunk,focused,0.0,0.2759,0.0,0.6,0.4792,0.5,96.0,0.75,0.0,0.0889
1511,chunk_focused_160,chunk,focused,0.0,0.069,0.0,0.2083,0.5789,0.5,57.0,1.0,1.0,0.0294
1475,chunk_focused_160,chunk,focused,0.0,0.1176,0.0,0.6429,1.0,0.5,148.0,1.0,1.0,0.289
383,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2812,0.0,0.0,159.0,0.25,0.0,0.0011
452,chunk_focused_160,chunk,focused,0.0,0.5185,0.0,0.8947,0.8608,0.5,158.0,0.75,0.0,0.9884
1237,chunk_focused_160,chunk,focused,0.0,0.8,1.0,1.0,0.0,0.0,123.0,0.5,0.0,0.0042
283,chunk_focused_160,chunk,focused,0.0,0.1429,0.0,0.75,0.3566,0.25,129.0,0.5,0.0,0.9008
668,chunk_focused_160,chunk,focused,0.0,0.0392,0.0,0.3125,0.0,0.0,142.0,0.5,0.0,0.0077
1492,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,0.7358,0.75,106.0,1.0,1.0,0.2001
1257,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.9,0.4904,0.25,157.0,0.25,0.0,0.9549
165,chunk_focused_160,chunk,focused,0.0,0.4643,0.0,0.6667,1.0,0.5,147.0,0.75,0.0,0.0212
1580,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3947,1.0,0.5,159.0,1.0,1.0,0.001
1394,chunk_focused_160,chunk,focused,0.0,0.037,0.0,0.2414,0.1935,0.25,124.0,0.5,0.0,0.0003
69,chunk_focused_160,chunk,focused,0.0,0.5217,0.0,0.8667,0.3019,0.25,159.0,0.75,0.0,0.4403
38,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6875,0.4755,0.25,143.0,0.75,0.0,0.0005
823,chunk_focused_160,chunk,focused,0.0,0.0476,0.0,0.5667,0.891,0.5,156.0,1.0,1.0,0.0002
737,chunk_focused_160,chunk,focused,0.0,0.0308,0.0,0.3404,0.0,0.0,153.0,0.5,0.0,0.0006
543,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0968,0.4369,0.5,103.0,0.5,0.0,0.8088
902,chunk_focused_160,chunk,focused,0.0,0.2222,0.0,0.4,0.5759,0.5,158.0,0.75,0.0,0.0005
1726,chunk_focused_160,chunk,focused,0.0,0.4706,0.0,0.8,0.5875,0.75,160.0,0.75,0.0,0.0004
881,chunk_focused_160,chunk,focused,0.0,0.3913,0.0,0.8438,0.4936,0.5,156.0,1.0,1.0,0.0011
1271,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2778,0.7795,0.75,127.0,0.75,0.0,0.0009
1241,chunk_focused_160,chunk,focused,0.0,0.0506,0.0,0.5179,1.0,0.5,150.0,1.0,1.0,0.0353
217,chunk_focused_160,chunk,focused,0.0,0.2857,0.0,0.25,1.0,0.5,145.0,1.0,1.0,0.0006
929,chunk_focused_160,chunk,focused,0.0,0.1538,0.0,0.7273,1.0,0.5,141.0,1.0,1.0,0.0016
1086,chunk_focused_160,chunk,focused,0.0,0.1667,0.0,0.7037,0.8125,0.25,160.0,0.25,0.0,0.3858
1114,chunk_focused_160,chunk,focused,0.0,0.0513,0.0,0.2759,1.0,0.5,159.0,1.0,1.0,0.001
760,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.7,0.4936,0.5,156.0,0.75,0.0,0.0029
1239,chunk_focused_160,chunk,focused,0.0,0.8,1.0,1.0,0.3171,0.25,123.0,0.5,0.0,0.0042
1069,chunk_focused_160,chunk,focused,0.0,0.1429,0.0,0.75,0.6376,0.5,149.0,1.0,1.0,0.0297
995,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.8182,1.0,0.5,148.0,0.75,0.0,0.0013
1588,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6136,0.5519,0.25,154.0,0.25,0.0,0.0724
1450,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2174,0.0,0.0,157.0,0.0,0.0,0.0005
1135,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.8,1.0,0.75,154.0,1.0,1.0,0.1281
378,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2,1.0,1.0,152.0,1.0,1.0,0.0025
991,chunk_focused_160,chunk,focused,0.0,0.1304,0.0,0.5263,1.0,1.0,158.0,1.0,1.0,0.9852
1117,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3636,0.0,0.0,151.0,0.5,0.0,0.0006
959,chunk_focused_160,chunk,focused,0.0,0.1569,0.0,0.3429,0.2583,0.25,151.0,0.75,0.0,0.0031
1495,chunk_focused_160,chunk,focused,0.0,0.1,0.0,0.4444,0.7167,0.5,60.0,0.5,0.0,0.0027
1281,chunk_focused_160,chunk,focused,0.0,0.1333,0.0,0.5714,1.0,0.75,151.0,1.0,1.0,0.0012
517,chunk_focused_160,chunk,focused,0.0,0.129,0.0,0.3929,0.88,0.5,150.0,1.0,1.0,0.0011
1696,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4118,0.4183,0.25,153.0,0.5,0.0,0.1259
1097,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2564,0.7756,0.25,156.0,0.25,0.0,0.0026
1183,chunk_focused_160,chunk,focused,0.0,0.1481,0.0,0.5926,1.0,0.5,160.0,0.75,0.0,0.0005
1742,chunk_focused_160,chunk,focused,0.0,0.4706,0.0,0.5385,0.474,0.25,154.0,1.0,1.0,0.2829
438,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4167,1.0,0.5,159.0,1.0,1.0,0.0003
727,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3333,0.6282,0.5,156.0,0.5,0.0,0.0003
305,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2667,0.0,0.0,160.0,0.25,0.0,0.0004
267,chunk_focused_160,chunk,focused,0.0,0.1667,0.0,0.8182,1.0,0.75,152.0,0.75,0.0,0.4602
602,chunk_focused_160,chunk,focused,0.0,0.1143,0.0,0.8621,0.4813,0.25,160.0,0.75,0.0,0.0109
1042,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4667,0.5608,0.25,148.0,0.75,0.0,0.0002
429,chunk_focused_160,chunk,focused,0.0,0.4444,0.0,0.7143,1.0,0.5,159.0,1.0,1.0,0.987
1109,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6042,0.5,0.25,160.0,0.75,0.0,0.0283
1116,chunk_focused_160,chunk,focused,0.0,0.1111,1.0,1.0,0.7635,0.5,148.0,0.5,0.0,0.9932
344,chunk_focused_160,chunk,focused,0.0,0.0465,0.0,0.3846,1.0,0.5,159.0,0.75,0.0,0.001
658,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4557,1.0,0.75,158.0,0.75,0.0,0.004
1449,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3077,0.3101,0.25,158.0,0.5,0.0,0.0999
1304,chunk_focused_160,chunk,focused,0.0,0.0571,0.0,0.7037,1.0,0.5,146.0,0.75,0.0,0.0091
778,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2143,0.0,0.0,155.0,0.5,0.0,0.0001
1752,chunk_focused_160,chunk,focused,0.0,0.125,0.0,0.6154,0.4733,0.25,150.0,0.75,0.0,0.0099
717,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3333,1.0,0.5,157.0,1.0,1.0,0.0021
669,chunk_focused_160,chunk,focused,0.0,0.0615,0.0,0.4082,0.3987,0.25,158.0,0.75,0.0,0.2053
831,chunk_focused_160,chunk,focused,0.0,0.069,0.0,0.2857,0.4938,0.25,160.0,0.25,0.0,0.0001
160,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3333,1.0,0.5,122.0,0.75,0.0,0.8695
801,chunk_focused_160,chunk,focused,0.0,0.0588,0.0,0.4138,0.5096,0.25,157.0,0.25,0.0,0.0013
848,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3529,0.4672,0.25,137.0,0.5,0.0,0.0002
869,chunk_focused_160,chunk,focused,0.0,0.0769,0.0,0.3043,0.3056,0.25,144.0,0.25,0.0,0.0012
1000,chunk_focused_160,chunk,focused,0.0,0.3333,0.0,0.9375,1.0,0.5,145.0,1.0,1.0,0.9195
453,chunk_focused_160,chunk,focused,0.0,0.0667,0.0,0.35,0.478,0.5,159.0,0.75,0.0,0.0245
1085,chunk_focused_160,chunk,focused,0.0,0.8,0.0,1.0,0.5786,0.5,159.0,0.5,0.0,0.0135
997,chunk_focused_160,chunk,focused,0.0,0.1707,0.0,0.8929,1.0,0.5,151.0,0.75,0.0,0.9853
25,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3636,1.0,1.0,156.0,1.0,1.0,0.0016
1174,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1667,0.252,0.5,123.0,0.5,0.0,0.0026
3,chunk_focused_160,chunk,focused,0.0,0.0299,0.0,0.5952,1.0,0.5,158.0,1.0,1.0,0.7279
1445,chunk_focused_160,chunk,focused,0.0,0.1493,0.0,0.8039,1.0,0.5,157.0,1.0,1.0,0.001
331,chunk_focused_160,chunk,focused,0.0,0.3182,0.0,0.88,0.5723,0.5,159.0,0.5,0.0,0.0044
1251,chunk_focused_160,chunk,focused,0.0,0.1538,0.0,1.0,0.8471,0.5,157.0,1.0,1.0,0.9254
495,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2045,0.0,0.0,157.0,0.0,0.0,0.001
1533,chunk_focused_160,chunk,focused,0.0,0.0488,0.0,0.2121,0.4029,0.25,139.0,0.75,0.0,0.0004
1009,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4167,0.8025,0.5,157.0,1.0,1.0,0.0003
436,chunk_focused_160,chunk,focused,0.0,0.1818,0.0,0.4,0.5163,0.25,153.0,1.0,1.0,0.9933
468,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.7391,1.0,0.5,152.0,1.0,1.0,0.9948
790,chunk_focused_160,chunk,focused,0.0,0.1224,0.0,0.5676,1.0,0.5,135.0,0.75,0.0,0.0007
447,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3333,0.9079,0.5,152.0,0.75,0.0,0.0078
724,chunk_focused_160,chunk,focused,0.0,0.087,0.0,0.4444,1.0,0.75,160.0,1.0,1.0,0.0089
918,chunk_focused_160,chunk,focused,0.0,0.1176,0.0,0.5333,1.0,0.5,147.0,0.75,0.0,0.0005
788,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6364,1.0,0.75,151.0,1.0,1.0,0.0005
171,chunk_focused_160,chunk,focused,0.0,0.2222,0.0,0.375,1.0,0.75,160.0,1.0,1.0,0.0003
1247,chunk_focused_160,chunk,focused,0.0,0.4615,1.0,1.0,0.4318,0.25,132.0,0.5,0.0,0.0003
1036,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1633,0.0,0.0,159.0,0.0,0.0,0.0008
450,chunk_focused_160,chunk,focused,0.0,0.6047,0.0,0.875,1.0,0.5,144.0,1.0,1.0,0.0006
330,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2727,0.8261,0.5,138.0,1.0,1.0,0.0017
906,chunk_focused_160,chunk,focused,0.0,0.4444,0.0,0.8571,1.0,0.5,129.0,1.0,1.0,0.0058
912,chunk_focused_160,chunk,focused,0.0,0.2857,0.0,0.8333,1.0,0.5,147.0,1.0,1.0,0.0695
903,chunk_focused_160,chunk,focused,0.0,0.129,0.0,0.3659,1.0,0.5,126.0,0.75,0.0,0.0019
215,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2,0.0,0.0,160.0,0.25,0.0,0.0003
1741,chunk_focused_160,chunk,focused,0.0,0.0606,0.0,0.3667,0.878,0.5,123.0,0.75,0.0,0.9667
1046,chunk_focused_160,chunk,focused,0.0,0.2222,0.0,0.625,1.0,0.75,159.0,1.0,1.0,0.0016
277,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4815,1.0,0.5,146.0,1.0,1.0,0.0008
338,chunk_focused_160,chunk,focused,0.0,0.1395,0.0,0.7429,1.0,0.75,148.0,1.0,1.0,0.0004
1208,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.9375,1.0,0.5,148.0,0.5,0.0,0.9901
843,chunk_focused_160,chunk,focused,0.0,0.2632,0.0,0.35,0.9494,0.5,158.0,0.5,0.0,0.0039
1255,chunk_focused_160,chunk,focused,0.0,0.3571,0.0,0.4545,0.8629,0.75,124.0,1.0,1.0,0.052
854,chunk_focused_160,chunk,focused,0.0,0.022,0.0,0.322,0.462,0.25,158.0,0.5,0.0,0.0004
674,chunk_focused_160,chunk,focused,0.0,0.1765,0.0,0.4884,0.5229,0.25,153.0,0.75,0.0,0.0009
1031,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1429,1.0,0.75,152.0,1.0,1.0,0.0055
403,chunk_focused_160,chunk,focused,0.0,0.0286,0.0,0.619,0.6667,0.5,153.0,0.75,0.0,0.3645
978,chunk_focused_160,chunk,focused,0.0,0.5,0.0,0.75,0.875,0.5,160.0,0.5,0.0,0.0063
1270,chunk_focused_160,chunk,focused,0.0,0.3077,0.0,0.7,1.0,1.0,91.0,1.0,1.0,0.0027
569,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1875,0.0,0.0,138.0,0.25,0.0,0.0003
1748,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.8,0.8739,0.5,119.0,0.75,0.0,0.0247
769,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.7407,1.0,0.5,149.0,1.0,1.0,0.0005
962,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.275,0.0,0.0,148.0,0.0,0.0,0.6877
35,chunk_focused_160,chunk,focused,0.0,0.2909,0.0,0.6774,1.0,0.5,151.0,1.0,1.0,0.0011
871,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2059,0.0,0.0,156.0,0.25,0.0,0.0014
152,chunk_focused_160,chunk,focused,0.0,0.1176,0.0,0.7857,1.0,0.5,160.0,1.0,1.0,0.996
119,chunk_focused_160,chunk,focused,0.0,0.2128,0.0,0.5278,1.0,0.75,158.0,1.0,1.0,0.0008
667,chunk_focused_160,chunk,focused,0.0,0.4444,0.0,0.4286,0.525,0.25,160.0,1.0,1.0,0.0377
1015,chunk_focused_160,chunk,focused,0.0,0.0678,0.0,0.4898,1.0,0.75,160.0,1.0,1.0,0.0008
1494,chunk_focused_160,chunk,focused,0.0,0.08,0.0,0.2273,0.5294,0.5,68.0,0.5,0.0,0.001
1287,chunk_focused_160,chunk,focused,0.0,0.1111,0.0,0.6,0.5479,0.25,146.0,0.75,0.0,0.9879
1649,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5455,0.8831,0.5,154.0,0.5,0.0,0.3399
1423,chunk_focused_160,chunk,focused,0.0,0.2105,0.0,0.6897,1.0,0.5,143.0,1.0,1.0,0.002
70,chunk_focused_160,chunk,focused,0.0,0.125,0.0,0.8,1.0,0.5,145.0,1.0,1.0,0.002
363,chunk_focused_160,chunk,focused,0.0,0.2857,0.0,0.6667,0.2933,0.25,150.0,0.75,0.0,0.0004
706,chunk_focused_160,chunk,focused,0.0,0.08,0.0,0.8261,0.535,0.25,157.0,1.0,1.0,0.0001
1345,chunk_focused_160,chunk,focused,0.0,0.1882,0.0,0.6364,0.1062,0.25,160.0,0.5,0.0,0.0023
879,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4286,0.7532,0.5,154.0,1.0,1.0,0.0094
692,chunk_focused_160,chunk,focused,0.0,0.125,0.0,0.3529,0.5214,0.5,140.0,0.75,0.0,0.0007
1436,chunk_focused_160,chunk,focused,0.0,0.2,0.0,0.5333,0.4706,0.25,153.0,0.75,0.0,0.0007
1214,chunk_focused_160,chunk,focused,0.0,0.0526,0.0,0.3871,0.4904,0.25,157.0,0.5,0.0,0.0011
558,chunk_focused_160,chunk,focused,0.0,0.1667,0.0,0.6364,0.6667,0.75,144.0,0.75,0.0,0.0998
985,chunk_focused_160,chunk,focused,0.0,0.1667,0.0,0.9091,1.0,0.5,145.0,0.75,0.0,0.0017
204,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2439,0.6903,0.25,155.0,0.25,0.0,0.7307
973,chunk_focused_160,chunk,focused,0.0,0.037,0.0,0.8462,1.0,0.75,159.0,1.0,1.0,0.0053
666,chunk_focused_160,chunk,focused,0.0,0.0506,0.0,0.4717,1.0,0.75,160.0,1.0,1.0,0.0168
834,chunk_focused_160,chunk,focused,0.0,0.3333,0.0,0.6667,0.9359,0.5,156.0,0.75,0.0,0.9033
923,chunk_focused_160,chunk,focused,0.0,0.0759,0.0,0.5763,0.9484,0.5,155.0,0.75,0.0,0.0015
609,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2632,0.3212,0.25,137.0,0.25,0.0,0.0002
228,chunk_focused_160,chunk,focused,0.0,0.2667,0.0,0.9167,0.5116,0.25,129.0,0.75,0.0,0.9952
867,chunk_focused_160,chunk,focused,0.0,0.3556,0.0,0.7586,0.4805,0.25,154.0,0.5,0.0,0.9841
1089,chunk_focused_160,chunk,focused,0.0,0.1667,0.0,0.4444,1.0,0.5,152.0,0.75,0.0,0.0004
855,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2,0.0,0.0,154.0,0.0,0.0,0.0003
236,chunk_focused_160,chunk,focused,0.0,0.1304,0.0,0.6897,0.2903,0.25,155.0,0.25,0.0,0.0026
1506,chunk_focused_160,chunk,focused,0.0,0.0976,0.0,0.7037,0.7667,0.75,90.0,1.0,1.0,0.0088
321,chunk_focused_160,chunk,focused,0.0,0.1111,0.0,0.2759,0.519,0.5,158.0,0.75,0.0,0.0003
1462,chunk_focused_160,chunk,focused,0.0,0.0435,0.0,0.1111,1.0,0.5,152.0,1.0,1.0,0.0007
1129,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2632,0.4967,0.25,153.0,0.75,0.0,0.0006
729,chunk_focused_160,chunk,focused,0.0,0.1143,0.0,0.7742,0.7821,0.5,156.0,0.5,0.0,0.6486
640,chunk_focused_160,chunk,focused,0.0,0.5217,0.0,0.8824,1.0,0.5,137.0,1.0,1.0,0.0008
402,chunk_focused_160,chunk,focused,0.0,0.0952,0.0,0.75,0.6028,0.5,141.0,1.0,1.0,0.6276
647,chunk_focused_160,chunk,focused,0.0,0.1795,0.0,0.54,1.0,0.5,153.0,1.0,1.0,0.0032
480,chunk_focused_160,chunk,focused,0.0,0.1818,0.0,0.5,1.0,0.5,157.0,1.0,1.0,0.0081
1612,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.75,0.5263,0.25,152.0,0.5,0.0,0.0012
1718,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3171,0.2295,0.25,122.0,0.25,0.0,0.0012
590,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2692,1.0,0.75,159.0,1.0,1.0,0.0014
81,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2857,0.5786,0.25,140.0,0.5,0.0,0.0041
473,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4211,0.637,0.25,135.0,0.5,0.0,0.0087
875,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6061,1.0,0.75,160.0,1.0,1.0,0.8908
1081,chunk_focused_160,chunk,focused,0.0,0.0531,0.0,0.4744,0.597,0.5,134.0,1.0,1.0,0.0011
1740,chunk_focused_160,chunk,focused,0.0,0.0889,0.0,0.4054,1.0,0.5,151.0,1.0,1.0,0.0624
1686,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2353,0.1267,0.25,150.0,0.5,0.0,0.0001
210,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.8235,0.9108,0.5,157.0,1.0,1.0,0.9929
